Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Bar Restaurante Nelya, Cangas de Onís,43.350489,-5.1307028,"Calle Peñalver, 1, Cangas de Onís, Principado de Asturias, España",+34984498264,"['3', '23']","['09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00']",['Española'],78,819,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Visitar Puente Romano lleva tiempo y esfuerzo, así que, si después tienes hambre, visita este restaurante y disfruta de una sabrosa comida. En Bar Restaurante Nelya puedes pedir cocinas mediterránea y española. Este lugar te ofrece su sabrosa fabada asturiana, su tierno laing y su generoso rape. Un gran número de clientes mencionan que aquí la tarta de queso es atrayente. Este lugar tiene una sensacional sidra con distintas opciones. Su extraordinario café está entre las mejores bebidas que puedes degustar. Vas a llevarte un buen recuerdo de este restaurante, puesto que es famoso por su gran servicio y su amable personal, siempre dispuesto a ayudar. Bar Restaurante Nelya te ofrece una gran variedad de platos a unos precios justos. No dejes de fijarte en su sorprendente atmósfera. Los usuarios de Google le han dado una nota de 4,2 a este lugar.",https://es.restaurantguru.com/Bar-Restaurante-Nellya-Cangas-de-Onis,X,https://www.instagram.com/bar_restaurante_nellya/?hl=es
El Parque, Cangas de Onís,43.3499679,-5.1305777,"Av. Castilla, 1D, Cangas de Onís, Principado de Asturias, España",+34985848177,"['10', '24']",X,"['Española', 'Mediterránea', 'Opciones vegetarianas']",78,260,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Una vez que hayas disfrutado de Puente Romano, pásate por este restaurante, que no está muy lejos. Según las opiniones de sus comensales, la comida mediterránea y española aquí es estupenda. Gran parte de sus visitantes dicen que los camareros te ofrecen aquí un rape sabroso. Pide su delicada tarta de queso, sus bien preparadas natillas y su sorprendente pastel de frutas. Aquí puedes pedir una excelente sidra. Según las opiniones de los críticos, la limonada esta bien valorada. La buenísima ubicación de El Parque hace que llegar a él por cualquier medio sea muy sencillo. Las calificaciones tan altas de este lugar serían imposibles de lograr sin unos afables camareros y camareras. Un gran número de usuarios han notado que el servicio es correcto. Según el criterio de los clientes, sus precios son justos. Pero los usuarios de Google no le han concedido a este lugar una calificación muy alta.",https://es.restaurantguru.com/El-Parque-Cangas-de-Onis,https://cerveceriaelpark.wordpress.com,https://www.instagram.com/cerveceriaelpark/?hl=es
El Monarca Asador Sidrería, Cangas de Onís,43.3481391,-5.1267072,"Cangas de onis, Numero 22, Cangas de Onís, Principado de Asturias, España",+34682417163,"['15', '25']","['12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00', '12:00-17:00/19:00-00:00']","['', 'Churrasquería', 'Española', 'Mediterránea', 'Opciones vegetarianas']",76,430,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi']","Si te ha dado hambre visitar Puente Romano, come algo en este restaurante. Prueba platos de las cocinas mediterránea y española en El Monarca Asador Sidrería. Pide su tierno rape, su sorprendente laing y su singular fabada asturiana. Ahora relájate y degusta un bien trabajado flan o un sabroso pastel de frutas. Cuando visites este lugar, tienes que probar su espectacular sidra. El café de este lugar no es muy del agrado de sus usuarios. Es fácil encontrar este restaurante gracias a su estupenda ubicación. Comprueba por ti mismo lo cordial que es su personal. Vas a disfrutar con su pulcro servicio. Los precios de El Monarca Asador Sidrería se dice que son asequibles. Disfruta de su exótica atmósfera. Este lugar ha logrado un 4 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Restaurante-Sidreria-El-Monarca-Cangas-de-Onis,https://pages.resmio.com,X
AIIRE CONCEPT BAR - HAMBURGUESERÍA, Cangas de Onís,43.3512517,-5.1298206,"C. Celso Diego Somoano, Cangas de Onís, Principado de Asturias, España",+34984491259,X,"['Cerrado', '17:00-03:00', '17:00-03:00', '17:00-03:00', '17:00-03:00', '17:00-03:00', '17:00-03:00']",['Comida Rápida'],76,244,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Sus visitantes reservan una mesa aquí para disfrutar de sus estupendas recetas y además disfrutan de las vistas de Puente Romano. Aquí vas a encontrar unas perfectamente elaboradas hamburguesas americanas, unos generosos patatas y unos caseros nachos. Su espectacular cerveza hará que tu comida sea más sabrosa, lo que, seguramente, te hará volver. Un gran número de clientes creen que el personal esta bien entrenado en este restaurante. Su rápido servicio te hará sentirte especial. Los precios de AIIRE CONCEPT BAR - HAMBURGUESERÍA se dice que son adecuados. Una decoración sorprendente y su atmósfera silenciosa ayudan a sus clientes a sentirse relajados. De acuerdo con los comentarios de los usuarios en Google, este lugar merece un 4,9.",https://es.restaurantguru.com/AIIRE-CONCEPT-BAR-Cangas-de-Onis,https://aiire.es,https://www.instagram.com/aiireconceptbar/?hl=es
Sidrería El Ovetense, Cangas de Onís,43.3496977,-5.128912,"C. San Pelayo, 15, Cangas de Onís, Principado de Asturias, España",+34984840160,"['10', '49']","['Cerrado', '12:00-00:00', '12:00-23:59', '12:00-23:59', '12:00-23:59', '12:00-23:59', '12:00-23:59']","['Española', 'Europea', 'Opciones vegetarianas']",88,3468,"['Asientos al aire libre', 'Wifi', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'TV']","Si te ha dado hambre visitar Puente Romano, come algo en este bar. Prueba la cocina española en Sidrería El Ovetense. Ofrecer unos bien trabajados patatas, un sorprendente entrecote y un casero rape es la seña de identidad de este lugar. Saborea su bien preparada leche flan, su atrayente pastel de frutas y su generosa tarta de almendra. No vas a poder olvidar la sensacional sidra, la extraordinaria sangría y el delicioso cordial que se pueden degustar aquí. Degusta un espectacular café cortado en este lugar. La buenísima ubicación de este bar hace que llegar a él por cualquier medio sea muy sencillo. Se comenta que aquí el personal es acogedor. Su servicio siempre es sofisticado, no lo olvides. Se dice que aquí los precios son asequibles. Muchos clientes son fieles a Sidrería El Ovetense por su moderno ambiente. Según la valoración de Google, este lugar ha recibido un 4,4.",https://es.restaurantguru.com/El-Ovetense-Cangas-de-Onis,https://sidreriaelovetense.wordpress.com,https://www.instagram.com/sidreriaelovetensecangas/?hl=es
Verdejonegro Bistro & Wine Bar, Cangas de Onís,43.3500581,-5.1278214,"C. el Mercado, 4, bajo, Cangas de Onís, Principado de Asturias, España",+34984087850,"['24', '48']","['Cerrado', 'Cerrado', '11:00-16:00/20:00-22:30', '11:00-16:00/20:00-22:30', '11:00-16:00/20:00-22:30', '11:00-16:00/20:00-22:30', '11:00-17:00']","['Española', 'Europea', 'Opciones vegetarianas']",90,263,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Si la lluvia te ha sorprendido de camino a Puente Romano, refúgiate en este restaurante. En Verdejonegro Bistro & Wine Bar te van a ofrecer cocina española. Ven a por un sorprendente laing, unas singulares gambas o un generoso bacalao si tienes hambre. Comer su bien trabajada tarta de queso, su atrayente pastel de frutas o sus caseros brownies es lo que la mayoría de los comensales aconseja. La carta de vinos es muy extensa: hay que satisfacer las necesidades de todos los clientes. Por si todo esto fuera poco, su personal es estupendo. Su servicio siempre es pulcro, no lo olvides. Fíjate en los precios que tiene este lugar, ya que son razonables. Una decoración espectacular y su ambiente confortable ayudan a sus clientes a sentirse relajados. Los usuarios de Google han premiado a este lugar con un 4,7.",https://es.restaurantguru.com/Verdejonegro-Bistro-and-Wine-Bar-Cangas-de-Onis,https://bistroverdejonegro.com,https://www.instagram.com/verdejonegro/?hl=es
Fénix Cafetería Bar. Comer Comida Casera, Cangas de Onís,43.3513888,-5.1301526,"Av. D.Constantino Glez Y González, 4, Cangas de Onís, Principado de Asturias, España",+34662437663,X,"['09:00-00:00', '09:00-00:00', '09:00-00:00', 'Cerrado', '09:00-00:00', '09:00-00:00', '09:00-00:00']",X,76,227,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Tanto Puente Romano como Fénix Cafetería Bar. Comer Comida Casera merecen una visita. Saborea las caseras empanadas, el atrayente laing y la generosa fabada asturiana que tiene este bar. Si tienes hambre, ven aquí a tomar su sabroso pastel de frutas, su bien trabajado pastel de tres leches o su delicada tarta de queso. Algunos de sus clientes aconsejan probar el magnífico café de Fénix Cafetería Bar. Comer Comida Casera. Por si todo esto fuera poco, su personal es servicial. Su admirable servicio es siempre un placer. Según el punto de vista de los usuarios, sus precios son asequibles. Hay una espectacular atmósfera en este lugar. Los usuarios de Google son muy generosos con este lugar: le han dado 4,6 estrellas.",https://es.restaurantguru.com/Fenix-Cafeteria-Bar-Comer-Comida-Casera-Cangas-de-Onis,X,X
Bar Restaurante Río Grande, Cangas de Onís,43.3509183,-5.1281446,"Av. Covadonga, 16, Cangas de Onís, Principado de Asturias, España",+34985848317,"['10', '24']","['06:30-23:00', '06:30-14:00', 'Cerrado', '06:30-23:00', '06:30-23:00', '07:00-23:00', '07:00-23:00']","['Grill', 'Española', 'Opciones vegetarianas']",76,266,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Una vez que hayas disfrutado de Puente Romano, pásate por este bar, que no está muy lejos. En Bar Restaurante Río Grande te van a ofrecer cocina española. Puedes probar sus perfectamente elaboradas empanadas, sus caseras tapas o sus sabrosos patatas. Este lugar te permite probar un sorprendente pastel de frutas. Saborea despacio el irresistible vino que aquí sirven pensando solo en tu disfrute. Este lugar es famoso por su extraordinario café. Es fácil encontrar este lugar gracias a su gran ubicación. Se comenta que aquí el personal esta preparado. Su abnegado servicio te hará sentirte especial. Los precios de este bar se dice que son interesantes. Es un estupendo lugar con una encantadora atmósfera. Pero los usuarios de Google han valorado Bar Restaurante Río Grande y no ha conseguido una puntuación muy alta.",https://es.restaurantguru.com/Rio-Grande-Cangas-de-Onis,X,X
EL ABUELO, Cangas de Onís,43.351092,-5.12672,"Av. Covadonga, 29, Cangas de Onís, Principado de Asturias, España",+34985848733,['10'],"['Cerrado', '10:00-17:45', '10:00-17:45', '10:00-17:45', '10:00-17:30', '10:00-17:30', '10:00-17:45']","['Española', 'Opciones vegetarianas']",82,6476,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'TV']","Nada más visitar Puente Romano, ven aquí a comer algo. La carta de este bar incluye platos de la cocina española. Puedes pedir una generosa fabada asturiana, unos sabrosos mejillones y unas bien trabajadas empanadas. Pasa un estupendo rato aquí y comparte su atrayente pastel de frutas, su sorprendente cuajada y su delicada tarta de queso con tus amistades. Muchos usuarios han reparado en el hecho de que puedes beber una insuperable sidra, un estupendo cordial o un irresistible vino de la casa en EL ABUELO. Muchos de sus clientes piden su sensacional café cortado o su excelente limonada. Vas a llevarte un buen recuerdo de este lugar, puesto que es famoso por su gran servicio y su amable personal, siempre dispuesto a ayudar. Sabemos que aquí los precios son razonables. En este lugar podrás disfrutar de su interesante decoración y de una singular atmósfera. Un 4,4 es lo que este bar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/El-Abuelo-Cangas-de-Onis,https://elabuelocangasdeonis.com,X
Bodega Chispa, Cangas de Onís,43.3511078,-5.1300763,"Av. D.Constantino Glez Y González, 2, Cangas de Onís, Principado de Asturias, España",+34985947583,['10'],"['08:00-17:00/19:00-00:00', '08:00-17:00/19:00-00:00', '08:00-00:00', '08:00-17:00/19:00-00:00', '08:00-17:00/19:00-00:00', '08:00-17:00/19:00-00:00', '08:00-17:00/19:00-00:00']",['Española'],82,1115,"['Para llevar', 'Asientos al aire libre', 'Solamente efectivo', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas', 'TV']","Las más espectaculares vistas de Puente Romano las tienes precisamente desde este lugar. Entre otros establecimientos de cocina española en los que comer, este restaurante puede estar entre los más reconocidos. Ahora relájate y prueba una generosa fabada asturiana, un atrayente beicon o un sorprendente cocido. No hay duda de que te van a gustar su delicada tarta de queso, su casero pastel de frutas y su sabroso flan. Bodega Chispa ofrece entre sus bebidas una espectacular sidra, un delicioso vino y una irresistible sangría. Su estupendo café hará que tu comida sea más sabrosa, lo que, seguramente, te hará volver. Es fácil encontrar este lugar gracias a su gran ubicación. Muchos usuarios consideran que en este establecimiento el personal es eficiente. Su agradable servicio es un bien conocido beneficio. Sabemos que aquí los precios son justos. Este lugar es conocido por su cuidado ambiente. Los usuarios de Google que visitaron este restaurante afirman que la valoración más adecuada es 4,3.",https://es.restaurantguru.com/Bodega-Chispa-Cangas-de-Onis,https://es-es.facebook.com,X
El Campanu Cangas de Onís Restaurante Sidrería Marisquería, Cangas de Onís,43.350176,-5.130624,"Av. Contranquil, 0, Cangas de Onís, Principado de Asturias, España",+34985947446,"['21', '41']","['12:00-01:30', '12:00-16:00', 'Cerrado', '12:00-01:30', '12:00-01:30', '12:00-01:30', '12:00-01:30']","['Española', 'Opciones vegetarianas']",76,1135,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Cuando planifiques tu viaje, no te olvides de Puente Romano y de elegir un sitio donde comer: este restaurante está justo al lado de esa atracción turística. Visita este establecimiento y descubre su cocina española. Sus cocineros preparan aquí un sorprendente pulpo, un singular laing y un sabroso rape. Su casera tarta de queso y atrayente pastel de frutas te van a saber estupendamente. Ven a El Campanu Cangas de Onís Restaurante Sidrería Marisquería y tómate una insuperable sidra. La mayoría de visitantes remarcan que en este establecimiento los camareros y camareras estan bien preparados. Un agradable servicio es siempre un añadido importante. Basándonos en las opiniones de los usuarios, los precios son bajos. Su acogedor ambiente alegra el corazón de su clientela y atrae nuevos clientes. Este lugar ha sido galardonado con un 4,3 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/El-Campanu-Cangas-de-Onis,https://elcampanu.com,https://www.instagram.com/elcampanurestaurantes/?hl=es
Sidrería Picu Urriellu, Cangas de Onís,43.3498371,-5.1286914,"C. San Pelayo, 9, Cangas de Onís, Principado de Asturias, España",+34618830526,"['10', '24']","['10:30-00:00', 'Cerrado', '10:30-00:00', '10:30-00:00', '10:30-00:00', '10:30-00:00', '10:30-00:00']",['Española'],76,1520,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'TV', 'Accesible para sillas de ruedas']","Puente Romano es una estupenda atracción turística para aquellos que vienen a comer a este restaurante tras un largo paseo. Degusta aquí recetas de la cocina española. La mayoría de los clientes recomienda probar sus caseras tapas, su bien trabajada lubina y su atrayente fabada asturiana. Sus cocineros preparan aquí un delicado pastel de frutas, una singular tarta de chocolate y un bien preparado flan. Un gran número de críticos consideran que puedes probar una recomendable sidra en Sidrería Picu Urriellu. El café cortado de este lugar no es muy del agrado de sus visitantes. Es fácil encontrar este lugar gracias a su estupenda ubicación. Sus estupendos camareros y camareras te reciben en este restaurante todo el año. Muchos clientes han notado que el servicio es bien valorado. Sus precios moderados son una de esas cosas que se deben mencionar al hablar de Sidrería Picu Urriellu. Una decoración festiva y su ambiente acogedor ayudan a sus clientes a sentirse relajados. Pero este lugar no es muy apreciado por los usuarios de Google, quienes le han dado una valoración por debajo de la media.",https://es.restaurantguru.com/Sidreria-Picu-Urriella-Cangas-de-Onis,X,X
Sidreria Vega Redonda, Principado de Asturias,43.3512055,-5.12959781,"C/ Río Gueña 2, Cangas de Onís, Principado de Asturias, España, 33550",+34984840053,"['10', '52']","['Cerrado', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00/19:00-00:00', '11:00-16:00']","['Española', 'Mediterránea']",76,396,"['Solamente efectivo', 'Asientos al aire libre', 'Reserva', 'TV', 'Accesible para sillas de ruedas']","Una de las atracciones turísticas locales, Puente Romano, está muy cerca de este restaurante, y forma parte de la cultura más auténtica de esta ciudad. Sidreria Vega Redonda es una elección estupenda si lo que te apetece son cocinas mediterránea y española. Degustar su perfectamente elaborada fabada asturiana, su atrayente laing o sus sabrosos escalopines es lo que la mayoría de los visitantes recomienda. Este lugar te ofrece un casero pastel de frutas, una bien preparada tarta de queso y un sorprendente flan. No pierdas la oportunidad de probar su deliciosa sidra, su espectacular vino o su sensacional cerveza. Empieza tu comida con un excelente café. Muchos clientes dicen que el personal es abnegado. Su servicio siempre es estupendo, tenlo en cuenta. Vas a pagar unos precios bajos para el sabor y la calidad que te ofrecen. Este lugar tiene un ambiente acogedor y una decoración interesante.",https://es.restaurantguru.com/Vega-Redonda-Cangas-de-Onis,X,X
La Barca, Cangas de Onís,43.3307326,-5.1372778,"Lugar Caño 3, Cangas de Onís, Principado de Asturias, España",+34984061680,"['8', '20']","['12:00-23:00', '12:00-23:00', '12:00-23:00', 'Cerrado', '12:00-23:00', '12:00-23:00', '12:00-23:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",84,1425,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si te gustan las cocinas mediterránea y española, tienes que venir a este restaurante. De acuerdo con las opiniones de los clientes, los camareros te sirven aquí unas bien trabajadas empanadas, unos atrayentes fabada y un singular laing. Prueba su bien preparado pastel de frutas o su sorprendente tarta de queso. Elige un delicioso vino: no lo vas a lamentar. En La Barca, sus visitantes pueden tomar un recomendable café. Comprueba por ti mismo lo contento que es su personal. Tal y como muchos críticos aseguran, el servicio es profesional. Pagarás unos precios adecuados por sus platos. Google le ha dado un 4,8, lo que indica que puedes ir a este lugar para pasar un rato agradable.",https://es.restaurantguru.com/Pension-la-Barca-Cangas-de-Onis,X,X
Cuarenta Grados, Cangas de Onís,43.349954,-5.1287524,"C. San Pelayo, 10, Cangas de Onís, Principado de Asturias, España",+34984840132,"['10', '24']","['09:00-01:30', 'Cerrado', 'Cerrado', 'Cerrado', '09:00-02:30', '09:00-02:30', '09:00-01:30']","['Grill', 'Cocktelerías']",74,697,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas']","Si la lluvia te ha sorprendido de camino a Puente Romano, refúgiate en este bar. Si nunca has tenido ocasión de saborear la cocina española, inténtalo en Cuarenta Grados. Es siempre una experiencia agradable pedir sus singulares tapas, sus sabrosas empanadillas bao o sus sorprendentes tacos. Prueba los bien preparados brownies y los bien trabajados helados que propone este lugar. Muchos de sus clientes piden su estupendo vino, su espectacular licor o su sensacional ginebra. El café cortado que puedes probar aquí esta delicioso. Es fácil encontrar este lugar gracias a su gran ubicación. Su muy activo personal refleja el estilo y el carácter de este bar. Su servicio siempre es pulcro, tenlo en cuenta. Sabemos que aquí los precios son interesantes. Una decoración agradable y su ambiente hogareño ayudan a sus clientes a sentirse relajados. Según la valoración de Google, Cuarenta Grados ha conseguido un 4,3.",https://es.restaurantguru.com/Cuarenta-Grados-Cangas-de-Onis,X,https://www.instagram.com/cocteleria40grados/?hl=es
Sidreria El Parque, Cangas de Onís,43.350189,-5.130195,"C. el Parque, n3, Cangas de Onís, Principado de Asturias, España",+34984840176,"['10', '24']","['12:00-00:00', '12:00-00:00', 'Cerrado', '12:00-00:00', '12:00-00:00', '11:00-00:00', '11:00-00:00']","['Española', 'Mediterránea', 'Saludable']",74,584,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Las más espectaculares vistas de Puente Romano las tienes precisamente desde este establecimiento. En este restaurante van a ofrecerte una carta variada basada en las cocinas mediterránea y española. La mayoría de usuarios encuentran que aquí puedes comer con confianza un bien valorado jamón, unas buenas empanadas y un recomendable arroz con leche. Basándonos en las opiniones de los críticos, su tarta de queso esta bien valorada. Pedir una sensacional sidra es una gran opción. Una serie de clientes apuntan que puedes beber un buen café en Sidreria El Parque. Muchos comensales dicen que los camareros y camareras estan preparados. Un gran número de visitantes remarcan que el servicio es cuestionable. Sus precios satisfactorios son una de esas cosas que se deben mencionar al hablar de este lugar. No dejes de fijarte en su confortable atmósfera. Pero los asiduos valoran este lugar por debajo de la media en Google.",https://es.restaurantguru.com/Sidreria-El-Parque-Cangas-de-Onis-2,X,X
Bar Restaurante Angel, Cangas de Onís,43.3482069,-5.1311792,"Av. Castilla, 18, Cangas de Onís, Principado de Asturias, España",+34984517116,['10'],"['10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-00:00']",X,74,189,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Puente Romano es algo que no puedes dejar de visitar después de disfrutar de una comida increíble en este restaurante. De acuerdo con las opiniones de los clientes, los camareros te ofrecen aquí unas generosas vieiras, unos tiernos calamares y unas perfectamente elaboradas gambas al ajillo. Podrás comer su atrayente flan. Según las opiniones de los críticos, sus camareros sirven aquí una extraordinaria sidra. Muchos comensales afirman que el personal es acogedor en Bar Restaurante Angel. Te va a encantar su estupendo servicio. El lema de este lugar es ""precios bajos por comidas maravillosas"". Tal y como sus invitados lo ven, aquí la atmósfera es hogareña. Este lugar ha sido galardonado con un 4,5 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Bar-Restaurante-Angel-Cangas-de-Onis,X,X
El Ávila Gastrobar, Cangas de Onís,43.3509891,-5.1248803,"Avenida Covadonga, 47, Bajo, Cangas de Onís, Principado de Asturias, España",+34661161704,['10'],"['07:00-00:00', '07:00-00:00', 'Cerrado', '07:00-00:00', '07:00-00:00', '07:30-00:00', '08:00-00:00']",X,74,410,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Siempre puedes disfrutar de una atrayente fabada asturiana, un bien trabajado arroz con leche o unas caseras empanadas: son la especialidad de este restaurante. Pide su sabroso pudin. Si deseas probar una insuperable cerveza, El Ávila Gastrobar es una buena opción. Comprueba por ti mismo lo amable que es su personal. De acuerdo con las opiniones de los usuarios, el servicio es genial. Aquí vas a pagar unos precios sorprendentes. Este lugar tiene una atmósfera exótica y una decoración agradable. Los usuarios de Google le han asignado una nota de 4,8 a este lugar.",https://es.restaurantguru.com/El-Avila-Cafeteria-and-Restaurante-Cangas-de-Onis,X,X
La Guarnicionería Gastrobar, Cangas de Onís,43.3505232,-5.1261251,"Calle la Plaza, 16, Cangas de Onís, Principado de Asturias, España",+34648467405,['10'],X,X,72,184,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","La Guarnicionería Gastrobar está muy cerca de Puente Romano. Gran parte de los comensales de este restaurante apunta que aquí sirven un sabroso laing, unas tiernas tapas y un generoso pollo. Su espectacular cerveza encaja perfectamente con su estupenda comida. El café de La Guarnicionería Gastrobar no es muy del agrado de sus clientes. Es fácil encontrar este lugar gracias a su estupenda ubicación. Este lugar es muy recomendable por su admirable personal. Cada vez que vengas, comprobarás su abnegado servicio. El lema de este restaurante es ""precios bajos por comidas maravillosas"". Tal y como una serie de usuarios aseguran, el ambiente es agradable. Un 4,4 es lo que La Guarnicionería Gastrobar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/La-Guarnicioneria-Cangas-de-Onis,X,https://www.instagram.com/laguarnicioneria/?hl=es
Restaurante El Palaciu Pintu, Cangas de Onís,43.3507144,-5.1263415,"C. el Mercado, 24, Cangas de Onís, Principado de Asturias, España",+34984299347,X,"['09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-23:00', '09:00-18:00']",X,72,2727,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Las más espectaculares vistas de Puente Romano las tienes precisamente desde este establecimiento. Su servicial personal muestra un alto nivel de hospitalidad en este restaurante. Sus clientes afirman que aquí el servicio es profesional. Disfruta de su exótica atmósfera. La nota global de Restaurante El Palaciu Pintu en Google es de 4,4.",https://es.restaurantguru.com/Restaurante-El-Palaciu-Pintu-Cangas-de-Onis,https://elpalaciupintu.com,X
Restaurante La Fábrika, Cangas de Onís,43.3496794,-5.1290046,"C. San Pelayo, 19, Cangas de Onís, Principado de Asturias, España",+34984197599,X,"['08:00-00:59', 'Cerrado', '08:00-00:59', '08:00-00:59', '08:00-00:59', '08:00-00:59', '08:00-00:59']",X,72,606,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Restaurante La Fábrika está muy cerca de Puente Romano. Según las opiniones de los usuarios, aquí sus camareros te sirven un buen laing y unas corrientes croquetas. Si todavía no has degustado el singular pastel de frutas de este restaurante, entonces no has disfrutado aún de la vida. Basándonos en las opiniones de los críticos, sus camareros te ofrecen aquí una extraordinaria sidra. Muchos comensales señalan que el personal es admirable en Restaurante La Fábrika. Una serie de visitantes destacan que el servicio es bien valorado. Este lugar se asocia con una atmósfera recomendable. Los usuarios de Google no le han concedido a este lugar una calificación muy alta.",https://es.restaurantguru.com/La-Fabrika-Mejor-cachopo-Cangas-de-Onis-Fabada-Cocina-casera-Menu-del-dia-economico-Cangas-de-Onis,X,X
Mirador La Cepada Hotel, Cangas de Onís,43.358537,-5.1304036,"Av. Contranquil, Cangas de Onís, Principado de Asturias, España",+34984203175,X,X,X,76,579,X,"En Mirador La Cepada Hotel, sus visitantes pueden tomar un tierno laing. Su sensacional café hará que tu comida esté incluso más deliciosa, lo que, con seguridad, te hará volver. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Un gran número de críticos se han dado cuenta de que en este establecimiento el personal es cortés. Si quieres disfrutar de un espectacular servicio, tienes que visitar este lugar. Una serie de usuarios han reparado en el hecho de que la decoración es cómoda. Mirador La Cepada Hotel ha sido galardonado con un 4,4 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Mirador-La-Cepada-Hotel-Cangas-de-Onis,https://miradordelacepada.com,https://www.instagram.com/miradordelacepada/?hl=es
Restaurante Estacion autobuses Cangas de Onis, Principado de Asturias,43.351597,-5.129331,"Calle Pedrera, 56, Cangas de Onís, Principado de Asturias, España, 33550",X,X,X,"['Española', 'Mediterránea', 'Saludable']",70,14,X,"Tras una buena caminata por Puente Romano, ven a Restaurante Estacion autobuses Cangas de Onis y descansa un poco. Si nunca te has atrevido a degustar las cocinas mediterránea y española, prueba en este lugar. En este lugar, sus visitantes pueden pedir un buen café. Su sofisticado servicio te hará sentirte especial.",https://es.restaurantguru.com/Restaurante-Estacion-autobuses-Cangas-de-Onis-Cangas-de-Onis,X,X
