Nombre;Concejo;Zona;Dirección;Código postal;Localidad;Horario;Tarifas;Teléfono;Email;Web;Más información;Época;Gestión;Archivo;Título;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Título;Texto;Coordenadas;Slide;Título;Url;Fecha de Construcción;Observacion
Iglesia Parroquial de Santa María (Lluanco/Luanco);Gozón;Centro de Asturias;C/ Riba;33440;Lluanco/Luanco;Cerrada: 14:00 a 17:00 h. No hace falta reserva.;;667 568 810 (párroco);;;;Siglo XVIII;;;;;;;;;;;;En el siglo XIX se le añadió su característica torre campanario.;La iglesia, uno de los puntos artísticos y religiosos de la villa marinera, fue construida en el siglo XVIII. Ubicada en un entorno privilegiado junto al mar Cantábrico, se estructura el planta de nave rectangular y cabecera plana. Posteriormente, en el siglo XIX se construyó la torre campanario de carácter historicista situada a los pies, las dependencias adosadas al muro norte y al pórtico sobre columnas toscanas que rodean la iglesia. Los materiales utilizados en la construcción son mampostería para los muros, sillería arenisca para esquinas, pilares, contrafuertes, y cubierta con teja roja. El interior de la nave se estructura en cuatro tramos divididos por arcos fajones y cubiertos con bóveda de crucería al igual que la capilla mayor. A los pies se levanta un coro de madera. Cabe resaltar la riqueza de retablos del siglo XVIII que se conservan en la nave, tres de cada lado y el de la capilla mayor que fue sufragado por el Gremio de Mareantes.;43.616736,-5.787966;/documents/39908/46047/SantaMariaLuanco1.jpg/683fa43f-f3aa-de16-a2ce-4a8226ed8dda?t=1674174734846;Iglesia Parroquial de Santa María (Luanco);;;Existen dos teléfonos para las visitas, estos son: 985881009 y 985880065.
Santuario de Covadonga;Cangas de Onís;Oriente de Asturias;;33589;Cuadonga/Covadonga;Para consultar los horarios de misas y de otras celebraciones pinchar aquí;Visitas gratuitas.;985 846 035 / 985 846 016;covadonga@iglesiadeasturias.org;https://santuariodecovadonga.es/;;;;;;;;;;;;;;Seña de identidad y de devoción religiosa de los asturianos;Sus orígenes fundacionales están vinculados a la Batalla de Covadonga y al inicio de la Monarquía Asturiana, que constituyó el primer Reino Cristiano de la Península Ibérica. Enclavado en un entorno de espectacular belleza, el Real Sitio de Covadonga es un conjunto en el que destacan especialmente la Santa Cueva –donde se encuentra la Virgen–, y la Basílica, sin olvidar el Museo, la sede de la Escolanía, las viviendas de los Canónigos y el Abad, o el Gran Hotel Pelayo –con más de cien años de antigüedad–. La Basílica de Santa María la Real de Covadonga fue declarada como tal en septiembre de 1901. El templo fue ideado por el erudito Roberto Frasinelli, conocido popularmente como "el alemán de Corao", y levantado entre 1877 y 1901 por el arquitecto Federico Aparici y Soriano. De estilo neorrománico, está construido íntegramente en piedra caliza rosa. Este templo vino a sustituir al antiguo, destruido en un incendio en 1777, y que se encontraba contiguo a la Santa Cueva. Covadonga atesora más de mil años de leyendas e historias vinculadas a la Cristiandad y a los albores de la construcción de un territorio, y se ha convertido en lugar de devoción y espiritualidad para los miles de peregrinos que la visitan cada año. Para los asturianos es un símbolo espiritual y una seña de identidad, hasta tal punto que el Día de Asturias se celebra cada año el 8 de setiembre, coincidiendo con la festividad de la Virgen de Covadonga.;43.307084,-5.053877;/documents/39908/45972/05439_Covadonga.jpg/42e3cbed-52be-e3fa-b29f-300081ad2f5d?t=1674174697421,/documents/39908/45972/05077_Covadonga.jpg/aa6aa7b3-53d1-b104-4cdc-c3cda870e94c?t=1674174696784,/documents/39908/45972/04402_Covadonga.jpg/248ad18e-ff7e-1734-d5c6-5063679e04da?t=1674174694588,/documents/39908/45972/03475_Covadonga.jpg/8ca0a385-cb77-881a-8b44-1c3faae426a3?t=1674174694018;Santuario y Basílica de Covadonga,Santuario y Basílica de Covadonga,Santuario y Basílica de Covadonga,Santuario y Basílica de Covadonga;,,,;;
San Salvador (San Tirso de Abres);San Tirso de Abres;Occidente de Asturias;;33774;O Chao;;;;;;;Barroco;;;;;;;;;;;;El templo cuenta con numerosas tallas religiosas.;Presenta dos naves, la central cubierta a dos aguas, mientras que la nave sur se cubre sólo con una. Al exterior presenta un pórtico central que antaño se prolongaba por toda la fachada norte, con un arco de medio punto que desde el pórtico central daba acceso al primitivo cementerio. En su fachada sur existía un zaguán realizado en pizarra que daba, a través de una escalera del mismo material, acceso al campanario, cerrándose la estructura mediante una rejería de hierro forjado, probablemente realizada en Sargadelos.;43.408278,-7.142631;/documents/39908/45957/SanSalvadorElLlano1.jpg/c6719c5f-dcb6-6282-b9f2-b084ce82c7cc?t=1674174678105;San Salvador (El Llano);;;
Basílica Sagrado Corazón de Jesús;Gijón;Centro de Asturias;C/ Instituto, 34;33201;Gijón/Xixón;Consultar;;985 350 302;contacto@basilicadegijon.com;;;;;;;;;;;;;;;Conocida popularmente como 'La Iglesiona' fue construida entre 1918 y 1922.;La basílica del Sagrado Corazón de Jesús es un templo católico de la ciudad de Gijón/Xixón, que también es conocido popularmente como la Iglesiona, por sus proporciones y por la tendencia asturiana a los aumentativos en –on, ante hitos que tienen un especial valor sentimental e histórico. El monumento aúna diferentes influencias, entre otras la tendencia modernista gaudiniana, y resonancias góticas. Pero sin lugar a dudas una de las notas más características y que hacen de este templo algo único es la figura del Sagrado Corazón - obra de Serafín Basterra -, ubicada en el campanario, y que se divisa desde diferentes puntos de la ciudad, añadiendo a la "skyline" gijonesa un plus artístico que siempre resulta interesante. La Iglesiona destaca además por sus impresionantes pinturas interiores, que hacen que sea conocida como la "capilla sixtina de Asturias". Por supuesto, sus arcos fajones parabólicos son también una novedosa solución adoptada debido a la estrechez de la parcela en la que fue construida. Pero la Iglesiona no solo destaca por su valor artístico sino por su intensa historia. Incendiada en 1930 y reparada en aquel entonces por Manuel del Busto, durante la Guerra Civil Española fue utilizada como cárcel. En el año 2003, la Santa Sede, atendiendo a sus méritos históricos y artísticos la proclama basílica.;43.541568, -5.662506;/documents/39908/46068/La_Iglesiona_1.jpg/65de1995-346d-aa53-6839-9ff6f051406e?t=1674174745317,/documents/39908/46068/La_Iglesiona_2.jpg/3ad65bda-a152-7f1e-e31e-4badb723950d?t=1674174745898,/documents/39908/46068/La_Iglesiona_3.jpg/f2ecd0bf-ad63-c12a-b5ee-d375ea89fbb8?t=1674174746539,/documents/39908/46068/La_Iglesiona_4.jpg/78423f97-5ee6-1533-4cc1-27646683c5d5?t=1674174747117;Basílica Sagrado Corazón de Jesús,Basílica Sagrado Corazón de Jesús,Basílica Sagrado Corazón de Jesús,Basílica Sagrado Corazón de Jesús;,,,;;
Iglesia de Santa María de Narzana;Sariego;Oriente de Asturias;;33518;Villar;Concertar visitas con el párroco.;;985 748 130;;;;Románico;;;;;;;;;;;;Iglesia románica de finales del siglo XII.;La iglesia de Narzana está situada en el concejo de Sariego, en el Oriente de Asturias. Construida a finales del siglo XII, consta de una sola nave de planta rectangular y ábside semicircular precedido de tramo recto. El arco de triunfo es apuntado, con dos arquivoltas decoradas con zig-zag y tetrapétalos, que apoyan en tres columnas a cada lado con capiteles de motivos vegetales y zooantropomórficos. La nave se cubre con armadura de madera vista y el ábside con bóveda de cuarto de esfera. El interior se ilumina a través de tres pequeñas saeteras de derrame interno rematadas por arquillos semicirculares, distribuidas simétricamente en los lienzos norte y sur. El ábside está decorado con una cornisa de ajedrezado, canecillos con distintos motivos decorativos (de bolas, rollos, antropomórficos y zoomórficos) y metopas tetrapétalas, lleva a media altura una línea de imposta con motivos florales, en su centro se abre una ventana con arco de medio punto decorado con zig-zag sobre dos columnas con capiteles vegetales y su zócalo está recorrido por una banda de picos. La portada situada al oeste, está formada por tres arquivoltas semicirculares con decoración floral y zig-zag, con dos columnas a cada lado con capiteles figurados y vegetales. Se remata con un tejaroz con metopas y canecillos figurados y vegetales. Esta iglesia sufrió un incendio en 1936. Fue restaurada por D. Luis Menéndez-Pidal y Álvarez hacia 1960.;43.415235,-5.575241;/documents/39908/46074/SantaMariadeNarzana1.jpg/dd96f492-45ba-085d-5cf5-a261bed08f80?t=1674174756385;Santa María de Narzana;;;
Conjunto Monumental de Valdediós;Villaviciosa;Oriente de Asturias;;33312;Valdediós;Consulta horarios de acceso y precio de las entradas. Haz tu reserva online.;;985 974 966;reservas@monasteriovaldedios.com;https://monasteriovaldedios.com/;;Románico;;;;;;;;;;;;El Conjunto Monumental de Valdediós, está formado por la Iglesia de San Salvador de Valdediós, conocida popularmente como 'El Conventín' y considerada la última gran obra del Arte Asturiano y por el Monasterio de Santa María la Real de Valdediós;La iglesia de San Salvador de Valdediós, del del s. IX, la mandó construir Alfonso III, junto con otras dependencias palaciales, su estructura es de planta basilical de tres naves, cabecera tripartita con capillas de pequeñas dimensiones, y dos compartimentos adosados a los muros norte y sur que hacen externamente de falso crucero. A los pies de la iglesia se abren tres compartimentos y sobre el central se sitúa la tribuna real que recibe directamente la luz de una ventana abierta en el frente principal. Las naves, altas y estrechas, se separan por arcos de medio punto sin decoración, mientras que las capillas absidiales se separan de las naves por arcos de medio punto que apoyan sobre columnas con capiteles decorados con motivos vegetales. Todos los espacios interiores están abovedados y se conservan importantes restos de pinturas murales. El Monasterio de Santa María la real de Valdediós, cisterciense, s. XIII.XVIII fue fundado por Alfonso IX y dedicado a la Anunciación de Nuestra Señora, se compone por la iglesia y el claustro. Fue uno de los monasterios cistercienses más importantes y poderosos de Asturias y tuvo a lo largo de su historia diferentes usos, entre ellos Colegio de Segunda Enseñanza o Seminario. Planta en forma de cruz latina, de tres naves, crucero acusado y tres ábsides semicirculares escalonados, el central mayor y más pronunciado que los laterales. El interior se ilumina a través de dos pisos de ventanas abocinadas y con arquivoltas y el claustro es de trazado clasicista y está considerado el mayor de los existentes en Asturias.;43.436405,-5.50675;/documents/39908/45969/valdedios+%283%29.jpg/1d99afde-5a23-1e5a-21b9-ee8a4dcaa2bd?t=1738057172286,/documents/39908/45969/valdedios+%284%29.jpg/174bff45-9092-3f68-be34-119124482af7?t=1738057174166,/documents/39908/45969/valdedios+%282%29.jpg/0c25a5a0-9bb6-fd4a-2b4b-c13260e4aabe?t=1738057170565,/documents/39908/45969/valdedios+%285%29.jpg/ad449737-854c-8225-4eba-9c60b2746b0e?t=1738057175916;Conjunto Monumental de Valdediós, Iglesia de San Salvador de Valdediós y Monasterio de Santa María,Conjunto Monumental de Valdediós, Iglesia de San Salvador de Valdediós y Monasterio de Santa María,Conjunto Monumental de Valdediós, Iglesia de San Salvador de Valdediós y Monasterio de Santa María,Conjunto Monumental de Valdediós, Iglesia de San Salvador de Valdediós y Monasterio de Santa María;,,,;;Sistema de audioguías (ES, EN, FR y DE).  
Iglesia de San Nicolás (Villoria);Laviana;Centro de Asturias;;33989;Villoria;;;;;;;Románico (siglos XVI y XVII);;;;;;;;;;;;El templo fue reedificado en los siglos XVI y XVII.;Vinculada al desaparecido Palacio de la Casa de Quirós, esta iglesia tiene su origen en el siglo XII, pero tras sufrir importantes reformas en los siglos XVI y XVII, la obra románica quedó muy alterada. La planta es de tres naves: la central, de cuatro tramos, está separada de los laterales por arcos sobre columnas y rematada por una cabecera cuadrada. De su cubrición original solamente se conserva un tramo de bóveda estrellada y dos arcos fajones de sillería, el resto es el resultado de la reconstrucción realizada después del incendio que sufrió en 1936. A los pies de la iglesia, se abre en el centro la portada principal, románica, con arco de medio punto rebajado y dos arquivoltas que se apoyan en dos columnas con capiteles decorados con temas vegetales estilizados, las arquivoltas se decoran con líneas de ajedrezado y zig-zag. Flanqueando la portada románica aparecen dos portadas laterales, posiblemente del siglo XVI, de estilo purista herreriano, con arco de medio punto y una arquivolta sobre columna, enmarcadas por dos pilastras con acanaladuras, entablamento, frontón y remate de bolas. Están cobijadas bajo un atrio abierto de columnas toscanas de piedra que, junto con la espadaña, posiblemente sean obra del siglo XVIII.;43.216147,-5.566121;/documents/39908/46014/SanNicolasVilloria1.jpg/a89d1f54-3d67-9ac9-2bad-d0ccbbc3328b?t=1674174720821;Iglesia de San Nicolás de Villoria;;;
Santuario de Nuestra Señora de Pastur;Illano;Occidente de Asturias;;33734;Pastur;;;;;;;Siglo XVII;;;;;;;;;;;;Principal santuario del occidente;Construido en 1665, el Santuario de Nuestra Señora de Pastur se encuentra en la pequeña localidad del mismo nombre, a pocos kilómetros de Illano, la capital de concejo. Es el centro de peregrinación más visitado de occidente, y junto a él se levanta un gran teixo. La cabecera del edificio se cubre con bóveda de medio cañón, y la nave con madera a dos aguas, el coro está a los pies. Tiene arco de triunfo, apoyado en impostas molduradas. La bóveda de la cabecera está cubierta con pinturas, fechadas en 1868, que se disponen en tres franjas divididas en cinco escenas cuadradas, enmarcadas por cenefas florales, donde se representan los misterios del rosario. La espadaña es de tres ojos, del XVIII, rematada en frontón. En tres de los ángulos se labran relieves en piedra representando unos curiosos mascarones, muy expresivos y amenazadores, con la boca abierta y los ojos desorbitados. El templo guarda un retablo del XVII, barroco popular, y varias tallas de la misma época. La imagen de la Virgen de Pastur es del siglo XVIII, de vestir, y en ella sólo están trabajadas la figura del Niño y las partes vistas de la Virgen, manos y cabeza. El resto es un armazón formado por varios travesaños.;43.336350,-6.915541;/documents/39908/45981/SantuarioNuestraSenoraPastur1.jpg/1a9672e9-b6f8-53e8-564e-cc7e1c6982b8?t=1674174701726;Santuario de Nuestra Señora de Pastur;;1665;
Iglesia Vieja de Sabugo;Avilés;Centro de Asturias;Plaza del Carbayo, 17;33401;Avilés;;;985 564 450;parroquiasantotomas@sabugo.org;;;Medieval;;;;;;;;;;;;En torno a la iglesia se articula una zona de ocio.;Ubicada en el casco antiguo de Avilés, esta iglesia es una de las principales señas de identidad cultural de la ciudad. De su edificación en el siglo XIII corresponde su planta de nave única y su ábside semicircular. Pero la iglesia sufrió importantes modificaciones en los siglos XVII-XVIII, como fueron la apertura de grandes vanos y la elevación del alzado y cubierta. Los materiales empleados son mampostería para los muros y buena sillería para la fachada principal. Los primitivos huecos románicos de los muros y ábside fueron cegados en época barroca sustituyéndose en el siglo XVII por otros más amplios. Por lo que respecta a la decoración exterior se conservan dos buenas portadas en los muros meridional y occidental. La sur forma un cuerpo saliente del edificio que se cubre con tejaroz sujeto por canecillos. Tiene arco de medio punto con tres arquivoltas que se apoyan sobre columnas y capiteles decorados con máscaras y motivos vegetales. La portada occidental, de acceso principal al templo, es estilísticamente más avanzada. Se presenta también en cuerpo saliente del edificio con tajeroz sujeto con canecillos y arquería apuntada, con cuatro arquivoltas que se apoyan sobre columnas y capiteles decorados a base de motivos zoomórficos y antropomórficos.;43.558532,-5.924604;/documents/39908/46056/IglesiaSabugo1.jpg/198583ed-71ed-3c8c-8f57-7e208a799dba?t=1674174740255;Iglesia Vieja de Sabugo (Sto. Tomás de Cantorbery);;;Cerrada al público por motivos de conservación
Iglesia de San Esteban (Aramil);Siero;Centro de Asturias;;33518;Aramil;;;;;;;Románico;;;;;;;;;;;;Constituye un magnífico ejemplo de la arquitectura románica desarrollada en el ámbito rural asturiano a lo largo del siglo XII.;La iglesia de San Estaban Consta de una sola nave de planta rectangular, cubierta con estructura de madera, y cabecera más baja y estrecha formando un ábside semicircular. El arco de triunfo es de medio punto, se apoya sobre dos columnas a cada lado cuyos capiteles están muy deteriorados. Los elementos decorativos más importantes se encuentran en las dos portadas, oeste y sur, y en el ábside. La portada oeste está formada por dos arquivoltas en arco de medio punto, la interior lisa y la exterior con una decoración en zig-zag, que apoyan en dos columnas con capiteles con motivos vegetales y guardapolvos ajedrezados. Sobre esta portada se encuentra una calavera de piedra, procedente de otro lugar de la iglesia y que hasta 1960 estuvo en el cementerio. La portada sur tiene dos arquivoltas de medio punto, la interior decorada con rollos zamoranos y la exterior con cabezas de pico mordiendo un baquetón, guardapolvos y líneas de imposta con entrelazos y grecas vegetales que nos recuerda el románico de Amandi. En el ábside, la decoración es muy variada, se centra en la cornisa, los canecillos y la ventana central de arco de medio punto, con una arquivolta y guardapolvos, además de la banda de ajedrezado que la recorre a media altura.;43.384723,-5.618301;/documents/39908/46005/IglesiadeAramil3.jpg/1d807176-ef35-77a7-c568-e623d1bad6ee?t=1674174715537,/documents/39908/46005/SanEstebanAramil2.JPG/d52a6b7f-9ed6-aa80-23cf-38ac69916ec4?t=1674174717178,/documents/39908/46005/SanEstebanAramil1.jpg/6f088fcd-36ac-b2dc-84f1-661a9a76c418?t=1674174716408;Iglesia de San Esteban (Aramil),Iglesia de San Esteban (Aramil),Iglesia de San Esteban (Aramil);,,;;Llaves: Ponerse en contacto con Maria Vigil.
Iglesia Parroquial de San Esteban (Tapia);Tapia de Casariego;Occidente de Asturias;Av. de Galicia, 2,;33740;Tapia;;;;;;;Siglo XIX;;;;;;;;;;;;Las iglesias parroquiales suelen adoptar un tipo que se repite en toda la zona costera occidental, con pórtico y torre a los pies.;La iglesia de San Esteban, con su estilizada torre, se puede ver casi desde cualquier punto de la localidad de Tapia. De estilo neogótico, consta de tres naves separadas por arcadas ojivales sobre pilares y cubiertas por bóvedas de crucería. A los pies tiene una torre cuadrada con campanario y remate en balaustrada, donde se coloca una enorme estatua en piedra del Sagrado Corazón. Uno de los impulsores del templo, iniciado en 1896, fue el marqués de Casariego.;43.569369,-6.943962;/documents/39908/46041/IglesiaParroquialSanEsteban1.jpg/152c413b-0e80-89e4-75a4-d1347f21ed0e?t=1674174732572;Iglesia parroquial de San Esteban (Tapia de Casariego);;;
Iglesia de Santa María de la Oliva;Villaviciosa;Oriente de Asturias;C/ Cabanilles, 1;33300;Villaviciosa;01/10 a 31/05:  Lunes a domingo: 10:00 a 18:00 h.  01/06 a 30/09: Lunes a domingo: 10:00 a 21:00 h. Visitas guiadas gratuitas: julio y agosto (lunes a sábado: 11:00 a 13:00 y 17:00 a 19:00 h);;;;;;Románico;;;;;;;;;;;;Iglesia de transición entre el románico y el gótico.;Se trata de una de las iglesias románicas más tardías de la zona de Villaviciosa. Fue construida a finales del siglo XIII o principios del siglo XIV, y presenta ya algunos elementos góticos, por lo que puede ser considerada como un edificio de transición entre dos estilos artísticos. Consta de una sola nave de planta y cabecera rectangular, sacristía y pórtico abierto adosado al muro sur. En el interior, la nave se cubre con estructura de madera vista, y los dos tramos de la cabecera se cubren con bóveda de cañón apuntada el primero y de crucería nervada el segundo. La nave y la cabecera se separan por un arco de triunfo con dos arquivoltas lisas sobre dos columnas poligonales a cada lado, con capiteles troncopiramidales invertidos. Un arco apuntado separa los dos tramos de la cabecera, está decorado con zig-zag y se apoya en columnas con capiteles zoomórficos. La decoración exterior se concentra en las portadas sur y oeste, en la ventana del testero y en los canecillos. La portada sur es de doble arquivolta lisa sobre dos columnas a cada lado con capiteles zoomórficos y antropomórficos. La portada oeste tiene cuatro arquivoltas apuntadas, con tetrapétalas y zig-zag, que apoyan en cuatro columnas decoradas a cada lado, con fustes y capiteles figurados, guardapolvos e impostas.;43.481998,-5.436844;/documents/39908/46023/SantaMariaOliva1.jpg/82543128-223a-2b86-b5ea-0266eb32863f?t=1674174725654;Iglesia de Santa María de la Oliva;;;
Ermita de la Magdalena (Morcín);Morcín;Centro de Asturias;;33161;La Llorera;;;985 783 162;;;;Románico;;;;;;;;;;;;La capilla se encuentra en la cumbre del Monsacro.;Para la tradición cristiana hay la creencia que en la cumbre del Monsacro estuvieron ocultas las santas reliquias que habrían sido llevadas allí, durante la invasión musulmana, por Santo Toribio, obispo de Astorga. Posteriormente Alfonso II el Casto habría trasladado las reliquias a la Catedral de Oviedo/Uviéu. Esta consideración del Monsacro como lugar sagrado habría dado lugar a la construcción de las ermitas. La ermita de la Magdalena, o Capilla de Abajo es una construcción románica tardía de los siglos XIII y XIV. Se estructura en planta de nave única y ábside semicircular con diferencia de altura entre la nave y el ábside. Los vanos que se abren en el hastial y ábside fueron abiertos en época reciente. Al exterior no hay elementos decorativos a excepción de los canecillos de remate de la cornisa y la puerta de acceso. Ésta es de arco de medio punto, toscamente dovelada, que apoya sobre impostas y jambas lisas. Los materiales utilizados en la construcción son mampostería de la zona y sillería para las esquinas, vanos y puerta. En el interior, la nave se cubre con bóveda de cañón apuntado y de media esfera en la zona del ábside. Esta capilla se ubica muy cerca de la capilla de Santiago.;43.264808,-5.889414;/documents/39908/45987/ErmitaLaMagdalena1.jpg/5ce70910-e2cc-a9f6-ba09-4ce86c0f1c02?t=1674174705041,/documents/39908/45987/ErmitaLaMagdalena2.jpg/c9ca14c6-ce0d-c1b0-e8b0-3e0d42de78f5?t=1674174706245;Ermita de la Magdalena,Ermita de la Magdalena;,;;
Monasterio de San Miguel;Tineo;Occidente de Asturias;;33874;Bárzana;Hay que preguntar en el pueblo por las llaves;Gratuito;;;;;Románico;;;;;;;;;;;;Construido en varias fases, entre el siglo X y el XVIII.;El monasterio de San Miguel está situado en Bárzana, a sólo ocho kilómetros de Tinéu en la Ruta Jacobea. Su construcción se realizó en distintas épocas y de la primera etapa, los siglos X y XI, sólo se conserva una ventada geminada y una lápida funeraria. Al periodo románico corresponde la nave del templo, las portadas y la cabecera con tres ábsides, destacando el del centro por su mayor tamaño. El claustro se fecha a finales del siglo XVIII y ha sido recientemente restaurado. Las dos portadas románicas presentan un diseño estructural bastante complejo. La orientada al oeste, a los pies del templo, se oculta bajo un edificio construido en época posterior, a la vez que sirve de arranque a las escaleras que conducen a las dependencias conventuales. Está dividida en tres arcos de medio punto abocinados, que descansan en columnas con capiteles vegetales. La portada lateral es resguardada bajo el pórtico que la separa del claustro y está compuesta por un arco semicircular adornado con clavos prismáticos. En el interior, la nave de gran anchura se abre a los tres ábsides mediante arcos de medio punto y se separa del ábside central mediante un arco triunfal de dos arquivoltas. El interior de las capillas estaba decorado con pinturas murales de confección sencilla. La temática es religiosa con escenas muy diversas. En la capilla mayor se descubrió una pintura bastante deteriorada con dos figuras humanas, un buey y un águila.;43.36534,-6.51813;/documents/39908/45942/SanMiguelBarcena1.jpg/64a1f58b-a5ae-337e-4b5b-dc4651927c94?t=1674174668930;San Miguel de Bárcena;;;Llaves: Preguntar en el pueblo donde las deja el cura.
Capilla de la Guía (Llanes);Llanes;Oriente de Asturias;C. la Guía, 20;33500;Llanes;;;;;https://virgendeguiallanes.com/la-ermita/;;Siglo XVII;;;;;;;;;;;;Lugar de veneración y culto a la Virgen cada 8 de septiembre.;La capilla de la Guía de Llanes está ubicada en una cima desde la que se tienen hermosas vistas del mar Cantábrico y de la villa de Llanes. Lugar de veneración y culto de los llaniscos, las fiestas celebradas en honor a la Virgen, el 8 de septiembre, reúnen a miles de personas, que vestidos de aldeanas y porruanos, le rinden honor con sus bailes tradicionales. La ermita tiene su origen en una construcción de teja y madera en el año 1516. Hasta hace pocos años tuvo un carácter privado, pasando su conservación y mantenimiento por varias familias de la zona, pero también fue y lo sigue siendo en la actualidad muy venerada y cuidada por los emigrantes asturianos. Desde su año de construcción y durante los siglos sucesivos, la ermita sufrió continuas reformas hasta alcanzar el aspecto actual. Sus dos torres almenadas le confieren un aspecto de pequeño castillo. La Guía es uno de los tres bandos de Llanes, junto con San Roque y La Magdalena.;43.418235,-4.749468;/documents/39908/45903/CapillaLaGuia1.jpg/b7a0abc6-bd24-86ae-20d6-57105da19d80?t=1674174636835;Caspilla de La Guía;;;
Santuario de Nuestra Señora de L'Acebu;Cangas del Narcea;Occidente de Asturias;;33819;L'Acebu;Domingos: 13:30 h.;;;;;;;;;;;;;;;;;;El segundo santuario más importante de Asturias y el de más tradición y veneración de toda la comarca;Situado en un alto a 1.180 metros de altitud, a 12 kilómetros de Cangas del Narcea, L'Acebu tiene su origen en el 8 de septiembre de 1575 cuando tuvo lugar el primer milagro en el lugar donde se levantaba una antigua capilla. La noticia de los múltiples milagros de L'Acebu se difundió a lo largo y a lo ancho del Principado, convirtiendo la ermita en un lugar de oración. Este motivo llevó a levantar un templo cuyas obras concluyeron 15 años después de ese primer milagro. Es de planta de cruz latina, con una torre al frente y una sacristía adosada al ángulo sureste, de construcción sobria en piedra pulida. El retablo mayor fue sustituido a fines del s. XVII por el que puede verse hoy, siguiendo el estilo marcado por el retablo mayor del Monasterio de Corias, con columnas salomónicas emparradas y que también aparece en iglesias cercanas como en la Iglesia de Santa María de Celón. La imagen románica de la Virgen se remonta probablemente al siglo XIII. El Padre Alberto Colunga, dominico, la describe así: "En su forma primitiva era de talla y estaba sentada en un trono, y sobre la rodilla izquierda tenía sentado el Niño, que miraba hacia adelante, con la mano derecha daba la bendición y con la izquierda sostenía un libro". Con el paso del tiempo, esta imagen fue retocada para adaptarla a la moda de vestir las imágenes y en 1900 se reformó nuevamente para sustituir al Niño por el actual. El 8 de septiembre se celebra una multitudinaria romería, en el Día de las Promesas y el domingo siguiente, Día de las Ofrendas, se celebra con una procesión y bendición de ganado. Los miradores situados en las inmediaciones de la ermita muestran vistas panorámicas de los valles y sierras que rodean la villa de Cangas del Narcea.;43.15882,-6.49905;/documents/39908/46077/Santuario_del_Acebo_Cangas_del_Narcea.jpg/027325cb-e633-d3fc-e020-4e71c6a9c1ec?t=1674174758728,/documents/39908/46077/SantuariodeNuestraSenoradelAcebo_3.jpg/bfb288c3-b2d1-32d5-8027-b759be392c1f?t=1674174757023,/documents/39908/46077/SantuariodeNuestraSenoradelAcebo_1.jpg/279cb0d2-ea99-6b2e-c4f4-5a41181b4acc?t=1674174757619,/documents/39908/46077/SantuariodeNuestraSenoradelAcebo_2.jpg/a9bab6f8-86c4-d6b3-f513-50e6c502d3bc?t=1674174758165;Santuario de Nuestra Señora del Acebo,Santuario de Nuestra Señora del Acebo,Santuario de Nuestra Señora del Acebo,Santuario de Nuestra Señora del Acebo;,,,;;
Monasterio de Santa María de Villamayor;Piloña;Oriente de Asturias;;33583;Villamayor;;;;;;;Románico;;;;;;;;;;;;El Monasterio llegó a ser cementerio, escuela e incluso cárcel.;La fundación de este monasterio de monjas benedictinas se puede datar entre los siglos XII y XIII, periodo cronológico en el que dominaban los postulados estéticos del tardorromano. El cenobio femenino de Villamayor fue disuelto en el siglo XIV por el obispo don Gutierre de Toledo, y anexionado definitivamente a San Pelayo de Oviedo/Uviéu en 1530. Más tarde se redujo a priorato y la iglesia, que quedó sin uso, y pasaría por varios destinos siendo cementerio hasta la desamortización. Posteriormente sobre el espacio de la nave se hizo una reconstrucción, destinada primeramente a cárcel y en 1910 a escuela. Actualmente se conserva, de la fábrica románica, la cabecera y el arranque de la nave con la portada sur de la iglesia. En planta, el esquema consiste en una nave única rectangular con presbiterio compuesto de tramo recto y ábside semicircular. La nave del templo se cubre con bóveda de cañón, al igual que el tramo recto del ábside, empleando bóveda de cuarto de esfera en el ábside semicircular. El ábside presenta al exterior dos columnas adosadas rematadas por capiteles vegetales, cornisa ajedrezada con canecillos y metopas, ventana central con columnas y capiteles vegetales y dos bandas de ajedrezado que recorren su perímetro. El interior está recorrido por una arquería ciega de ocho arcos, conserva el arco de triunfo doblado con guardapolvos ajedrezado y capiteles vegetales. Sólo se conserva la portada sur, que se abre a la plaza y a la nueva iglesia parroquial. Está formada por tres arquivoltas sin decoración y protegida por una cornisa con canecillos y metopas. Los capiteles se decoran con motivos vegetales o historiados, entre los que destaca el de la jamba derecha con La Despedida del Caballero, escena historiada de dama y caballero con halcón.;43.359592,-5.30599;/documents/39908/45960/24072019-Villamayor_MAM1992.jpg/ffaaa398-a98a-064d-92c0-e073b46ae88f?t=1674174680212,/documents/39908/45960/24072019-Villamayor_MAM1987.jpg/6e73bc6f-6b66-7849-e40b-f708d7246862?t=1674174678773,/documents/39908/45960/24072019-Villamayor_MAM1988.jpg/ec88a6ca-2945-ba65-3f93-0e6690bb0530?t=1674174679622,/documents/39908/45960/MonasterioVillamayor1.jpg/b302e51d-d9b0-57c4-5738-40258c3b9eba?t=1674174680797;Santa María de Villamayor,Santa María de Villamayor,Santa María de Villamayor,Santa María de Villamayor;,,,;;Posible visita solicitando la llave en el Ayuntamiento.
