Nombre;Concejo;Zona;Dirección;Código postal;Localidad;Teléfono;Email;Web;Más información;Archivo;Título;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Título;Texto;Horario;Tarifas;Fecha de Construcción;Observaciones;Coordenadas;Slide;Título;Url;Limitación del tamaño/peso de la mascota;Se admiten P.P.P - Perros potencialmente peligrosos;Número máximo de perros por persona;Cupo máximo de perros en el interior;Acceso al interior;Acceso a terraza o zona exterior;Admiten otras mascotas además de perros;Otras mascotas permitidas;Detalle de las normas específicas
Museo Barjola;Gijón;Centro de Asturias;Calle Trinidad, 17;33201;Gijón/Xixón;985 357 939;mbarjola@asturias.org;https://www.museobarjola.es/es/portada.asp;;;;;;;;;;;;Recoge la obra del pintor que da nombre al museo y que donó al Principado de Asturias;El Museo Barjola ocupa el antiguo complejo de La Trinidad, por un lado, la casa palacio de Jove, de la que apenas se mantiene la fachada principal, y por otro, la capilla de La Trinidad, un fantástico ejemplo del barroco gijonés del siglo XVII, de la que sí se ha mantenido la fachada y la estructura principal. El museo consta de cuatro plantas, con un gran hall de entrada que permite observar y disfrutar de toda la altura y la luminosidad del edificio. En las tres plantas superiores se expone parte de la obra de Juan Barjola, centrada entre mediados de los años 50 y últimos de los 80. Los cuadros más antiguos se exponen en la planta superior. La planta baja sirve de escenario para uno de los grandes cuadros de la exposición, "El muro de las otras lamentaciones", junto a la recepción del museo y las oficinas. En la Capilla de la Trinidad se sitúan las exposiciones temporales, con especial atención a la escultura. EXPOSICIONES PERMANENTES La obra donada al Principado de Asturias por el pintor extremeño Juan Barjola. En las tres plantas superiores se expone parte de la obra de Juan Barjola, centrada entre mediados de los años 50 y últimos de los 80. Los cuadros más antiguos se exponen en la planta superior, a excepción de un autorretrato de 1950 que puede verse en el vestíbulo. La obra correspondiente a los años 60 y, sobre todo, la de los prolíficos años 80, es expuesta en las plantas primera y segunda. En la planta baja se encuentra "El muro de las otras lamentaciones". EXPOSICIONES TEMPORALES El museo celebra aproximadamente 6 exposiciones de escultura al año, así como otras actividades más locales como son: El Salón del Comic o Muestras de Filatelia.;Martes a sábado: 11:30-13:30 h y 17:00-20:00 h. Domingos y festivos: 12:00-14:00 h Lunes cerrado;Gratuito;;;43.544236,-5.663748;/documents/39908/46863/2022-MuseoBarjola3.jpg/cc059ddc-6334-7c12-0146-e23f67b77cb6?t=1674175483540,/documents/39908/46863/2022-MuseoBarjola2.jpg/7b1d158c-50ea-ce62-9701-afcb92445ed3?t=1674175482290,/documents/39908/46863/2022-MuseoBarjola4.jpg/d229b393-34c5-77dd-96a1-d5948efabe0b?t=1674175484242,/documents/39908/46863/2022-MuseoBarjola1.jpg/2aac7382-5d68-cf23-408c-a5fc0ac94d7a?t=1674175481701;Museo Barjola,Museo Barjola,Museo Barjola,Museo Barjola;,,,;;;;;;;;;
Museo Casa Natal de Jovellanos;Gijón;Centro de Asturias;Plaza de Jovellanos;33201;Gijón/Xixón;985 185 152 / 985 185 154;museojovellanos@gijon.es;https://www.gijon.es/es/directorio/museo-casa-natal-de-jovellanos;;;;;;;;;;;;El Museo Casa Natal de Jovellanos busca conservar y promover la vida y obra del ilustrado gijonés;Gaspar Melchor de Jovellanos fue uno de los principales exponentes de la Ilustración española. El Museo Casa Natal que lleva su nombre está ubicado en una casa palacio construida entre finales del siglo XIV y principios del siglo XVI, donde nació el escritor en 1744. Moriría en la localidad asturiana de Puerto de Vega en 1811. Ya desde la época de Jovellanos, el edificio sufriría varias reformas que afectarían a su fachada y su distribución interna. En los años cincuenta del siglo XX comenzaron las obras de adaptación del edificio para convertirlo en museo, que fue inaugurado finalmente en 1971. Adosada al edificio está la capilla de los Remedios, donde se encuentra el Mausoleo de Jovellanos. Desde su inauguración la programación del Museo se centra en el estudio y difusión de la figura del ilustrado, así como en la conservación, documentación, investigación y difusión del patrimonio artístico municipal.;Martes a viernes: 9:30 a 14:00 y 17:00 a 19:30 h. Sábados, domingos y festivos: 10:00 a 14:00 y 17:00 a 19:30 h. Cerrado: lunes, 1 y 6 enero, Martes Carnaval, 15 agosto y 24, 25 y 31 diciembre.;Entrada gratuita;;;43.545866,-5.662634;/documents/39908/46794/MuseoCasaJovellanos1.jpg/65e2d8c8-e861-ca2f-78a0-0884ad062977?t=1703582389315,/documents/39908/46794/MuseoCasaJovellanos2.jpg/1084e456-2354-ab81-0887-f921b3f68f82?t=1674175374409,/documents/39908/46794/MuseoCasaJovellanos3.jpg/8b4b0216-5ecf-a9a6-7793-3a884b96ad1b?t=1674175375031,/documents/39908/46794/MuseoCasaJovellanos4.jpg/4f7c8590-fe1d-4a57-51ec-399fb59b7653?t=1674175375840;,,,;,,,;;;;;;;;;
Centro de Escultura de Candás. Museo Antón;Carreño;Centro de Asturias;Plaza del Cueto;33430;Candás;985 871 800;info@museoanton.com;https://museoanton.com/;;;;;;;;;;;;Un recorrido por la obra escultórica y pictórica de Antonio Rodríguez, Antón;El Museo Antón, inaugurado en julio de 1989, está dedicado a la figura del escultor Antonio Rodríguez García (1911-1937), así como a la escultura en todas sus manifestaciones. Está ubicado en una casa del siglo XVIII, la casona de los Estrada-Nora, situada en pleno corazón de Candás, muy próxima al puerto y rodeada de un amplio jardín en el que se han instalado esculturas al aire libre. El Museo Antón es de titularidad municipal y merced a un acuerdo de colaboración permanente con la Consejería de Cultura, el centro se integra en la red de museos del Principado de Asturias.;Octubre a mayo: Martes a viernes: 17:30-19:30 h. Sábados y Domingos: 12:00-14:00 h y 17:30-19:30 h. Junio a septiembre: Martes a domingo: 12:00-14:00 h y 18:00-21:00 h. Cierre del museo: Los lunes y días 24, 25 y 31 de diciembre, 1 y 6 de enero;Acceso gratuito.;;Prohibido el acceso con mascotas al interior. Abierto con aforo limitado y recorrido unidireccional. Solo se permite la visita individual o familiar.;43.590571,-5.763856;/documents/39908/46890/2022-museoanton3+%283%29.jpg/5521b624-d0e3-7721-8235-444613176d6f?t=1674175508409,/documents/39908/46890/2022-museoanton3+%284%29.jpg/e1107ebd-8904-0287-f3b5-00acebadc384?t=1674175509047,/documents/39908/46890/2022-museoanton3+%282%29.jpg/04c7e188-7688-48c3-892e-b4fcc8065610?t=1674175507840,/documents/39908/46890/2022-museoanton3+%281%29.jpg/df51fe40-0a67-7c5a-4d42-bf1ed9c0c459?t=1674175507206;Centro de Escultura de Candás. Museo Antón,Centro de Escultura de Candás. Museo Antón,Centro de Escultura de Candás. Museo Antón,Centro de Escultura de Candás. Museo Antón;,,,;;;;;;;;;
Castro de Os Castros;Taramundi;Occidente de Asturias;33775. Taramundi;33775;Taramundi;985 646 877 / 985 646 701;turismo@taramundi.net;;;/documents/39908/46194/Patrimonio+Arqueol%C3%B3gico+en+Taramundi.pdf/1307fc0d-eab4-1481-ed08-5872432914cb?t=1674174883778;Más información;;;;;;;;;El estudio del poblado de Os Castros es complejo al poseer una prolongada secuencia de ocupación formada a lo largo de unos mil años de historia hasta su clausura definitiva como lugar de habitación;El yacimiento, conocido como Os Castros se localiza en la capital del concejo de Taramundi. Buena parte de su superficie se ha mantenido ajena al desarrollo urbano del municipio si bien la carretera que desciende hacia Mazonovo significó la destrucción algunas cabañas y parte de la muralla. En el año 2000 se iniciaron las excavaciones arqueológicas bajo patrocinio del Ayuntamiento de Taramundi, la Consejería de Cultura del Principado de Asturias y la meritoria colaboración de la asociación de hosteleros locales ANTURTA. El lugar fue reconocido como poblado fortificado en 1969 por José Manuel González quien lo registró con la denominación de "El Castro". Se localiza a una altitud de 230-250 m sobre el nivel del mar y se extiende sobre una superficie próxima a las 2 Ha. Es, por tanto, uno de los mayores castros catalogados en las tierras interiores del Navia-Eo. El castro estuvo delimitado hacia el norte por un profundo foso rebajado en la roca con escarpes que superaban los 4 m de profundidad y 6 m de amplitud. Las excavaciones arqueológicas se iniciaron en julio de 2000 como parte de las actividades programas en el Plan Arqueológico de la Cuenca del Navia-Eo. Hasta el momento se han exhumado en distinto grado hasta una docena de edificios organizados, una sauna castreña, varios tramos de calles y de fortificaciones correspondientes a diferentes épocas del poblado. Os Castros, en el concejo de Taramundi, fue catalogado en 1969 por José Manuel González quien lo registró con la denominación de "El Castro". Es uno de los mayores castros de las tierras interiores del Navia-Eo con unas 2 Ha de superficie. En 1992 Elías Carrocera realiza una primera intervención arqueológica. Desde 2000 se suceden campañas estivales bajo la dirección de Alfonso Menéndez Granda, José Antonio Fanjul Mosteirín y Ángel Villa Valdés. Lo excavado revela una ocupación de larga duración que se extiende desde fines de la Edad del Bronce o Hierro inicial hasta época romana. Entre las construcciones exhumadas se cuentan, además de varios tramos de muralla, una decena de edificios y una sauna indígena. La presencia romana se constata a partir de mediados del siglo I d.C. Aún no se puede precisar el final de la ocupación del poblado, aunque con toda seguridad, se mantuvo habitado durante buena parte del siglo II. Permitido el acceso de mascotas.;Visita libre. Visitas guiadas: SS y verano.  Más información: 985 646 877;;;;43.358885,-7.107012;/documents/39908/46194/castro-de-os-castros+%284%29.jpg/0ae32886-38bb-90eb-2d91-e4e4dcc0a6c7?t=1674174883162,/documents/39908/46194/castro-de-os-castros+%282%29.jpg/16a5a047-a045-cb8e-e0fc-531bd42d9614?t=1674174881945,/documents/39908/46194/castro-de-os-castros+%283%29.jpg/f3a6e267-76b2-fd3b-a2f7-a06072361642?t=1674174882522,/documents/39908/46194/castro-de-os-castros+%281%29.jpg/37dfc813-8077-9f2f-2da9-7d32a4c352d5?t=1674174881327;Castro de Os Castros,Castro de Os Castros,Castro de Os Castros,Castro de Os Castros;,,,;;;;;;;;;
Colección Permanente Sidra El Gaitero;Villaviciosa;Oriente de Asturias;;33318;Villaviciosa;La Espuncia;info@fundacioncardin.es;https://fundacioncardin.com/coleccion-permanente-el-gaitero;;;;https://www.facebook.com/fundacioncardin;https://x.com/Fundacioncardin;https://www.youtube.com/channel/UCAE7l4jQFmcJyx8tXtMEGWQ;;https://www.instagram.com/fundacioncf/?hl=es;;;;El Gaitero es una marca que representa la tradición empresarial, la asturianía y los recursos de una tierra;La Espuncia está estratégicamente situada entre la carretera N632 y la ría de Villaviciosa, en un paraje de extraordinaria belleza. La implantación fabril, que comenzó a finales del siglo XIX, con el primer edificio para la elaboración de sidra y la bodega, va teniendo sucesivas ampliaciones y reformas en los edificios que se construyen, dando como resultado un conjunto arquitectónico de singular interés, armónico con el entorno y de contenidas volumetrías, y con la singularidad de contar con embarcaderos en la ría más larga de Asturias, Reserva Natural merced a la riqueza de su biodiversidad de aves acuáticas. El Gaitero es más que una marca y una fábrica, simboliza una forma familiar de hacer empresa, basada en una materia prima y un producto vinculado directamente a la esencia natural de la tierra asturiana, cuna de la sidra por excelencia. La fábrica es visitable, y sin duda merece la pena conocerla, para entender de esta manera la esencia asturiana y su historia.;Imprescindible reserva previa: 985 890 100 / gaitero2@gaitero.com;;;;43.493781,-5.423937;/documents/39908/61947/FabricadeSidraElGaitero_4.jpg/770770cc-c6bb-079c-6532-6aeece70dd3d?t=1674187681274,/documents/39908/61947/FabricadeSidraElGaitero_2.jpg/5474451f-a8a3-7a17-b87d-e5c64bc5b099?t=1674187679943,/documents/39908/61947/FabricadeSidraElGaitero_3.jpg/cf354dcc-8299-d95d-1fe7-d6c1b227055f?t=1674187680614;Fábrica de Sidra 'El Gaitero',Fábrica de Sidra 'El Gaitero',Fábrica de Sidra 'El Gaitero';,,;;;;;;;;;
Centro del Calamar Gigante;Valdés;Occidente de Asturias;C/ Nicanor del Campo, 35;33700;Luarca/??uarca;985 640 083;turismo@ayto-valdes.net;https://www.turismoluarcavaldes.es/calamargigante;;/documents/39908/46254/Centro+del+Calamar+Gigante.pdf/41646d53-f16c-65be-ba61-1af78c0a38e2?t=1674174973746;Ficha de accesibilidad;;;;;;;;;El Museo del Calamar Gigante de Luarca/??uarca contiene la mayor colección del mundo de una especie fantástica que genera mitos y leyendas a lo largo de todo el planeta: el calamar gigante.;El nuevo espacio museístico te permite hacer una inmersión en el fondo marino y descubrir la vida y hábitat de los cefalópodos más grandes del mundo, así como el de sus presas y sus depredadores, con los que convive en las profundidades del Mar Cantábrico.  Un ecosistema fascinante y poco conocido, el del Kraken, que no te dejará indiferente. Descubrirás hasta 10 ejemplares de estos seres mitológicos, que estarán acompañados por decenas de cefalópodos y muestras óseas de distintos cetáceos que abundan en estas latitudes.  Aunque los cefalópodos son los protagonistas por antonomasia del museo, en esta instalación podrás observar, además, otras curiosas especies marinas recuperadas. En este espacio museístico se recreará una atmósfera misteriosa, y para ello se utilizará solo la luz estrictamente necesaria, y un sonido ambiente que recuerda a los fluidos del agua y los movimientos de los calamares gigantes, que despiertan la pasión por el descubrimiento, en claro homenaje al Premio Nobel luarqués, Severo Ochoa. El objetivo es simular una inmersión en las profundidades de la fosa de Avilés a través de una experiencia sensorial para descubrir el hábitat, las leyendas y las características de una especie misteriosa, aún por conocer. Además, contará con diferentes hitos interactivos.   El recorrido del museo será circular y preparado para un público objetivo mayoritariamente familiar.  Declarado Centro Azul;Horarios: Consultar  ;;;;43.541299,-6.537667;/documents/39908/46254/CentroCalamar1.jpg/ae23daa4-eabd-7bd6-88bf-3b67ed07285b?t=1674174970827,/documents/39908/46254/CentroCalamar2.jpg/05db85f2-37fb-c96b-ea37-55314dd3be19?t=1674174971471,/documents/39908/46254/CentroCalamar3.jpg/dbf62793-3ade-f3ae-c750-2047f42a9c9e?t=1674174972220,/documents/39908/46254/CentroCalamar4.jpg/0964da25-af68-c357-d9d3-6124e2608948?t=1674174973098;,,,;,,,;Sin limitación;Si;Sin limitación;;Si;Si;Si;Sólo animales domésticos;No hay limitación de tamaño, siempre y cuando permanezcan atados en todo momento. En caso de ser P.P.P. deberán de permanecer atados y con bozal.      El dueño, deberá estar pendiente de su mascota.
Centro Interpretación Gaitero Libardón;Colunga;Oriente de Asturias;Bº Bajo;33325;Lliberdón;655 809 773;info@sierradelsueve.es;;;;;;;;;;;;;En este Centro de Interpretación se cuenta la historia de Ramón García Tuero, 'El Gaitero de Libardón', rindiendo así un homenaje al mismo;En este espacio sobre El Gaitero de Libardón, Ramón García Tuero, podemos descubrir toda la biografía de este gaitero nacido en Arroes (Villaviciosa), desde sus comienzos por la pasión la gaita, hasta su traslado al pueblo de  Lliberdón (Colunga). Será e aquí donde pasará el resto de su vida y realiza las acciones de padre de familia, agricultor y reconocido gaitero de fama mundial, que representa Asturias en diversas exposiciones de índole internacional en diferentes países de Europa y America. ;Imprescindible reserva previa: 655 809 773 Consultar aquí    ;General: 1€ Reducida (visitas escolares de fuera de Asturias, presentando entradas del Centro de Interpretación del Sueve o del MUJA, personas con minusvalía, familias numerosas, > 12 años y grupos + 20 pax): 0,50€ Libre: miércoles, centros escolares asturianos, profesores y > 3 años.  ;;;43.430549,-5.310958;/documents/39908/46419/CI-gaitero-libardon+%282%29.jpg/03a7208a-6e37-2202-e5d9-292302633569?t=1674175147280,/documents/39908/46419/CI-gaitero-libardon+%281%29.jpg/e1a1ee87-23b7-c311-a9c8-5a8d4f4b095c?t=1674175147846,/documents/39908/46419/2022-CI+gaitero-lbardon+%281%29.jpg/daae8f40-8511-e13a-5a2f-211f1ce47545?t=1674175148423,/documents/39908/46419/2022-CI+gaitero-lbardon+%282%29.jpg/d2f88d90-9ab2-1325-1797-a513bdfcc05a?t=1674175149239;CI Gaitero Libardón, exterior,CI Gaitero Libardón, interior,CI Gaitero Libardón, exterior,CI Gaitero Libardón, interior;,,,;;;;;;;;;
Aula del Ferrocarril de Loredo;Mieres;Centro de Asturias;Estación de Ferrocarril de Loredo;33682;Lloreo;985 422 185;info@pozuespinos.com;https://www.mieres.es/turismo/;;;;;;;;;;;;En una antigua estación de ferrocarril, en Lloreo, está ubicada el Aula de Interpretación donde podremos conocer la historia del coto hullero con terrenos en Riosa, Morcín y Mieres;Es un equipamiento de tamaño reducido, con un contenido muy denso y técnico sobre ferrocarriles de una línea histórica al servicio de la minería, para público especializado. Hay que tener en cuenta que presenta algunos problemas de accesibilidad tanto a la zona donde se localiza el inmueble como a la exposición. ;Abre únicamente bajo reserva previa Reservas: 985 422 185 o info@pozuespinos.com Público general: fines de semana y festivos bajo demanda con antelación. Grupos organizados: atención por semana con petición realizada con anterioridad y según disponibilidad.;Individual: 5 € Grupo (+ 20 pax): 4 €;;;43.269191,-5.833237;/documents/39908/46293/Aula+del+Ferrocarril+de+Loredo+%282%29.jpg/736e74d0-4496-3904-d4d3-4d8e49cec888?t=1674175008552,/documents/39908/46293/Aula+del+Ferrocarril+de+Loredo+%284%29.jpg/05f20d70-6ca8-e48a-0589-a0e0417c17a3?t=1674175009872,/documents/39908/46293/Aula+del+Ferrocarril+de+Loredo+%283%29.jpg/00bb113f-b1b5-c25a-7065-f167d7daa30e?t=1674175009176,/documents/39908/46293/Aula+del+Ferrocarril+de+Loredo+%281%29.jpg/17d802ee-d180-720e-18ee-6fcb9d757bb5?t=1674175007992;Foto cedida: www.territoriomuseo.com,Foto cedida: www.territoriomuseo.com,Foto cedida: www.territoriomuseo.com,Aula del Ferrocarril de Loredo exterior;,,,;;;;;;;;;
Museo Nicanor Piñole;Gijón;Centro de Asturias;Plaza de Europa, 28;33206;Gijón/Xixón;985 359 594 / 985 181 019;museojovellanos@gijon.es;https://www.gijon.es/es/directorio/red-de-museos;;;;;;;;;;;;El museo recoge más de 6.000 dibujos del pintor gijonés;El Museo está ubicado en el antiguo Asilo Pola, proyectado a principios del siglo XX por Luis Bellido y construido bajo la dirección de Miguel García de la Cruz. Y está consagrado casi en exclusiva a la obra de este artista gijonés que falleció en 1978, a los cien años de edad. La generosa donación de la viuda del pintor, Enriqueta Ceñal Costales, y el interés de las instituciones, hicieron posible la creación de este museo que conserva entre sus fondos una importante colección de más de seis mil dibujos. Posteriormente la colección fundacional se enriqueció con los fondos depositados por el Museo Casa Natal de Jovellanos y el Museo de Bellas Artes de Asturias. El discurso expositivo se articula siguiendo criterios cronológicos y temáticos e incluye, además de los dibujos, algunas de las pinturas más representativas de las diferentes etapas de su carrera artística. El emplazamiento del museo, en la actual plaza de Europa, sitúa la obra del pintor en el mismo contexto urbano en el que prácticamente transcurrió toda su vida. En el Museo contamos con biblioteca y centro de documentación, exposiciones temporales, programas didácticos, guardarropa y venta de publicaciones.;Martes a viernes: 9:30 a 14:00 y 17:00 a 19:30 h. Sábados, domingos y festivos: 10:00 a 14:00 y 17:00 a 19:30 h. Cerrado: lunes, 1 y 6 enero, Martes Carnaval, 15 agosto y 24, 25 y 31 diciembre.;Entrada gratuita. Visitas guiadas concertadas para grupos (mínimo 20 pax): 1 €/pax Audio - vídeo guías: 1,50 €.;;Prohibido el acceso de mascotas al interior. ;43.538115,-5.664027;/documents/39908/46869/2022-MuseoPinole3+%283%29.jpg/1e4736a2-68ae-7dee-a774-329b34b5a1b6?t=1674175488593,/documents/39908/46869/2022-MuseoPinole3+%282%29.jpg/19648027-4c8c-1620-8209-d1572fcae455?t=1674175487995,/documents/39908/46869/2022-MuseoPinole3+%281%29.jpg/ad06ee8a-14ed-a0eb-2dbd-4c1597c7897b?t=1674175487384,/documents/39908/46869/2022-MuseoPinole3+%284%29.jpg/21185cd5-13e1-8d96-6692-9dd4ba5d3237?t=1674175489386;Museo Nicanor Piñole,Museo Nicanor Piñole,Museo Nicanor Piñole,Museo Nicanor Piñole;,,,;;;;;;;;;
Aula Didáctica El Molín de la Chalana;Laviana;Centro de Asturias;La Chalana;33980;La Pola Llaviana/Pola de Laviana;689 285 677;info@elmolindelachalana.com;;;;;;;;;;;;;Un espacio donde conocer el proceso tradicional de fabricación de harina.;Si lo que buscas es descubrir el proceso del trigo, la cebada, el maíz, el centeno o la escanda desde su siembra hasta su conversión en pan este es tu sitio. El molín de La Chalana es un molino hidráulico totalmente restaurado a orillas del río Nalón, para que todo tipo de visitantes puedan conocer los entresijos de la obtención de una buena harina con la que preparar un buen pan, unos tortos o una boroña. Por su situación en el valle de Laviana, en el centro de Asturias, podrás disfrutar también del fantástico entorno natural que rodea al molino. Conoce además toda la historia de su construcción o visita la galería de fotos.;Reserva previa: 689 285 677;Individual: 2 € Niños: 1 €;;;43.237043,-5.555502;/documents/39908/46308/2022-el-molin-de-la-chalana+%282%29.jpg/d245859d-8306-6bd7-b06a-87f484d6ce8a?t=1674175024950,/documents/39908/46308/AulaMolinChalana1.jpg/b0eed019-2ef9-78d1-deaf-cf9d3341d4b8?t=1674175021546,/documents/39908/46308/2022-el-molin-de-la-chalana+%281%29.jpg/5c3fa5e0-fa29-b42d-dfef-592860903c3a?t=1674175024387,/documents/39908/46308/2022-el-molin-de-la-chalana+%283%29.jpg/eba9ff61-dbf6-8ca2-d598-4ec3c2c5eb4b?t=1674175025542;Aula Didáctica El Molín de la Chalana,Aula Didáctica El Molín de la Chalana,Aula Didáctica El Molín de la Chalana,Aula Didáctica El Molín de la Chalana;,,,;;;;;;;;;
Laboral Centro de Arte y Creación Industrial;Gijón;Centro de Asturias;Los Prados, 121;33203;Cabueñes;985 185 577;info@laboralcentrodearte.org;;;;;;;;;;;;;Laboral Centro de Arte y Creación Industrial es un centro expositivo específicamente dedicado al arte, la ciencia, la tecnología y las industrias visuales avanzadas;Inaugurado en 2007, Laboral Centro de Arte y Creación Industrial es un lugar para la investigación, formación y producción artística y técnica, y para la proyección de las nuevas formas de arte y creación industrial. Su programación, transversal e integrada, está dirigida a todos los públicos y tiene como fin último generar y compartir conocimiento. LAB es una institución multidisciplinar que produce, difunde y favorece el acceso a las nuevas formas culturales nacidas de la utilización creativa de las TICs, así como una plataforma de acceso a herramientas y de intercambios de saberes para apoyar a los artistas y creadores en el desarrollo de proyectos ambiciosos en el entorno de las artes y de la creación industrial.;01/09 a 14/06: Miércoles a viernes: 10:00 a 19:00 h. Sábado: 12:00 a 19:00 h. 15/06 a 31/08: Miércoles a sábado: 11:00 a 19:00 h. Cerrado: 1, 5 y 6 enero, 1 mayo, 8 septiembre, 1 noviembre, 24, 25 y 31 diciembre y FL. No se permitirá la entrada a las exposiciones después de las 18:45 h. Visitas guiadas: Miércoles a sábado: 12:30 y 16:30 h. Reservas visitas guiadas: info@laboralcentrodearte.org o 985 185 577.  ;General: 2,00 € Entrada gratuita: Amigos de LABoral Centro de Arte y Creación Industrial, menores 12 años, personas desempleadas, prensa acreditada, miembros del ICOM, miembros del IAC, socios AGEA, socias MAV, Asociaciones de Artistas Visuales, Amigos ARCO y Tarjeta Ciudadana de Gijón.   Días de acceso gratuito: Todos los miércoles del año Día Internacional de los Museos (18 de mayo) Fines de semana tras cada inauguración Fines de semana de celebración de LABshop 15/06 a 31/08 Día Mundial del Turismo (27 de septiembre) Día Internacional de las Personas con Discapacidad (3 de diciembre)    ;;Accesible;43.524517,-5.611869;/documents/39908/46857/2022-Laboral+Centro+de+Arte+y+Creaci%C3%B3n+Industrial+%281%29.jpg/a0a9e161-d4a9-7344-b187-7dca5d93b2d3?t=1674175476023,/documents/39908/46857/2022-Laboral+Centro+de+Arte+y+Creaci%C3%B3n+Industrial+%284%29.jpg/d72bb8d4-29fa-2ed1-12d3-dfa3d1fac65f?t=1674175477843,/documents/39908/46857/2022-Laboral+Centro+de+Arte+y+Creaci%C3%B3n+Industrial+%283%29.jpg/a7d93452-69c7-5120-1ce1-76cbb9168f5f?t=1674175477244,/documents/39908/46857/2022-Laboral+Centro+de+Arte+y+Creaci%C3%B3n+Industrial+%282%29.jpg/c0b8d01f-55b5-aa8a-5fed-c13f62165acc?t=1674175476631;Laboral Centro de Arte y Creación Industrial,Laboral Centro de Arte y Creación Industrial,Laboral Centro de Arte y Creación Industrial,Laboral Centro de Arte y Creación Industrial;,,,;;;;;;;;;
Petroglifos de la Xorenga;Grandas de Salime;Occidente de Asturias;;33739;Xestoselo;;;;;;;;;;;;;;;Los Petroglifos de la Xorenga, es uno de los conjuntos rupestres más interesantes de cuantos en Asturias han sido tradicionalmente asignados a la Edad del Bronce;La estación rupestre de La Xorenga compone el más amplio conjunto de grabados localizados en Asturias. Se trata de un conjunto de cazoletas y antropomorfos grabados en una serie de afloramientos intermitentes de pizarra, disponiéndose los distintos agrupamientos petroglíficos a lo largo de unos 500 metros aproximadamente. Fundamentalmente son tres conjuntos situados sobre otros tantos crestones los que agrupan la casi totalidad de los grabados. Conjunto 1. Situado en el cruce del camino de Gestoselo a Llandecarballo con el que viene de Padraira. Sobre él se han reconocido, al menos, cincuenta y tres cazoletas, varios canalillos y tres antropomorfos. Conjunto 2. Situado al inicio del camino hacia Llandecarballo que surge de la pista de Nogueirou. Las más de cincuenta cazoletas contabilizadas se distribuyen por toda su superficie, comunicadas en muchos de los casos por numerosos canalillos. Además, hay que destacar la existencia de cuatro antropomorfos, tres de ellos muy bien conservados, el otro de más difícil identificación. Conjunto 3. Sobre la roca se disponen un conjunto de al menos cuarenta cazoletas, canalillos y un antropomorfo.;Visita libre.;;Edad del Bronce;CÓMO LLEGAR: Desde Navia, N-634 cruzar el puente sobre la ría y tomar AS-12 a Grandas de Salime. Luego tomar AS-28 dirección Puerto del Acebo. Al llegar a Xestoselo, desviarse a la izquierda dirección Nogueiróu. A unos 500 m, a la derecha en el cruce de Nogueirou-Llandecarballo, encontramos los Petroglifos de La Xorenga. Permitido el acceso de mascotas.;43.185113,-6.911057;/documents/39908/46182/ASuG5510_Grandas_La_Xorenga_1.jpg/a8b8d4b8-71b8-0291-8d87-4b255aa6d2ff?t=1674174874457,/documents/39908/46182/ASuG5500_Grandas_La_Xorenga_2.jpg/90b2da29-09ac-b620-34a3-73ae26bd590a?t=1674174875781,/documents/39908/46182/Petroglifos+de+la+Xorenga.jpg/12c97dc5-6f4e-7553-0423-f7256065ff06?t=1674174873839,/documents/39908/46182/ASuG5500_Grandas_La_Xorenga_21.jpg/46fb93ed-acfe-15e2-94ec-35eae1daf241?t=1674174875199;Petroglifos de la Xorenga,Petroglifos de la Xorenga,Petroglifos de la Xorenga,Petroglifos de la Xorenga;,,,;;;;;;;;;
